r_0,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_15,r_16,r_17,r_18,r_19,r_20,r_21,r_22,r_23,r_24,r_25,r_26,r_27,r_28,r_29,r_30,r_31,r_32,r_33,r_34,r_35,r_36,r_37
0.5974012,0.6082417,0.605205,0.6123124,0.6116998,0.6073282,0.6044303,0.6105098,0.6165598,0.6093755,0.6087928,0.6029781,0.6116224,0.6068854,0.6068525,0.6077211,0.6029942,0.6108162,0.604687,0.6167143,0.606856,0.604719,0.6003188,0.6126511,0.6104617,0.6111491,0.6061134,0.6142016,0.6106534,0.6080988,0.6034549,0.6082159,0.6086928,0.6026099,0.6084918,0.6096978,0.6029823,0.6109492
0.5976663,0.6095065,0.6053113,0.6124552,0.6117918,0.6074202,0.6044597,0.6105098,0.6165598,0.6096553,0.6091255,0.6039185,0.6134462,0.608177,0.6073449,0.6081107,0.6034179,0.6109261,0.604687,0.6168442,0.6072874,0.6048349,0.6007495,0.6131575,0.6107937,0.6113235,0.6064695,0.614558,0.6107511,0.6081101,0.6053112,0.60839,0.6088438,0.6026099,0.6091691,0.6098994,0.6036623,0.6109492
0.5976663,0.6095065,0.6053294,0.6128177,0.6130139,0.607647,0.6047335,0.6105177,0.6170625,0.6121721,0.6091255,0.6039185,0.6134462,0.6084283,0.6073449,0.6082023,0.6039701,0.611314,0.6048443,0.6170653,0.6072874,0.6048349,0.6007495,0.6131575,0.6107937,0.6114688,0.6064695,0.614558,0.6107511,0.6088423,0.6053112,0.60839,0.6092692,0.6035053,0.6091691,0.6102723,0.6038521,0.6114781
0.598111,0.6099214,0.6053294,0.6128177,0.6139712,0.6076976,0.6047335,0.6105177,0.6170625,0.6127253,0.609223,0.6043011,0.6134503,0.6088207,0.6089975,0.6082023,0.6043407,0.611314,0.6048443,0.617215,0.6073009,0.6052071,0.600847,0.613766,0.6112367,0.6114688,0.6071712,0.6146049,0.610979,0.6088423,0.6058578,0.6086776,0.6092692,0.6035053,0.6093547,0.6103294,0.6038521,0.6114781
0.598111,0.6101467,0.6059238,0.6128263,0.6139712,0.6077999,0.6056304,0.6106107,0.6170665,0.6131294,0.609223,0.6043011,0.6134503,0.6093597,0.6089975,0.6083827,0.6053646,0.6118126,0.6049374,0.617215,0.6073009,0.6052071,0.6010794,0.613766,0.6112367,0.6118839,0.6071712,0.6146049,0.610979,0.6093671,0.6060013,0.6087828,0.6092723,0.6036612,0.6094562,0.6118,0.6046667,0.6115718
0.5983741,0.6101467,0.6064224,0.6128263,0.6140344,0.6077999,0.6056304,0.6106107,0.6177675,0.6134183,0.6092695,0.6044593,0.614158,0.6100428,0.609508,0.6086004,0.6054651,0.6118126,0.6049374,0.6172202,0.6073875,0.6062527,0.6010898,0.6140473,0.6123475,0.6120956,0.6073797,0.6148029,0.610981,0.6094028,0.6062002,0.6089292,0.6092723,0.6036612,0.6103107,0.6120815,0.604718,0.6115718
0.5983741,0.6107393,0.6068853,0.6141295,0.615012,0.6081297,0.6058651,0.6111139,0.6177675,0.6134183,0.6093958,0.6046613,0.614158,0.6102017,0.6097856,0.6097642,0.6060397,0.6121812,0.605226,0.6175909,0.6079759,0.6075004,0.6010898,0.6148297,0.6124788,0.6120956,0.6076482,0.6148029,0.6110716,0.6094028,0.6062002,0.6097459,0.6093533,0.6044624,0.6103878,0.6122829,0.6047943,0.6120659
0.5990043,0.6125536,0.6068853,0.6141295,0.615012,0.608203,0.6061304,0.6111139,0.6185133,0.6136755,0.6107533,0.6046613,0.6142078,0.6104677,0.6097856,0.6097642,0.6065192,0.6121812,0.6052362,0.6185595,0.6082442,0.6075004,0.6011376,0.6149539,0.6124788,0.6121921,0.6076761,0.6150753,0.6111115,0.609682,0.6062697,0.6097459,0.6094353,0.6044624,0.6104806,0.6122829,0.6051786,0.6121112
0.5990043,0.6125536,0.6074621,0.6141512,0.6155539,0.6090525,0.6067135,0.6112756,0.6185133,0.6141559,0.6107533,0.6048145,0.614513,0.6104677,0.6100728,0.6101062,0.6065192,0.6130971,0.6057576,0.6188785,0.6082969,0.6080203,0.6011376,0.6149539,0.6126774,0.6122472,0.6076761,0.6150753,0.6111115,0.6098885,0.6065196,0.6107319,0.60961,0.6053876,0.6104806,0.6124225,0.6051786,0.6121112
0.5991402,0.6127805,0.6083536,0.6147861,0.6155539,0.6093254,0.6069147,0.6123158,0.6187839,0.6141559,0.6108961,0.6055823,0.614513,0.6105454,0.6100728,0.6104374,0.6067098,0.6130971,0.6062467,0.6195644,0.6082969,0.6085945,0.6016617,0.6154821,0.6128478,0.6123522,0.6096349,0.6158153,0.6115623,0.6098885,0.6067409,0.6107319,0.60961,0.6055595,0.6106005,0.6126791,0.6060351,0.6121277
0.5991402,0.6127805,0.6087967,0.6147861,0.6159978,0.6095114,0.6082966,0.6123158,0.6187839,0.6141659,0.6110553,0.6055823,0.6149224,0.6107425,0.6103447,0.6109371,0.6094083,0.6137901,0.6062467,0.6195644,0.6087013,0.609229,0.6016837,0.6154821,0.6128478,0.6123522,0.6098767,0.6158153,0.6123583,0.6099382,0.6067409,0.6124035,0.6108665,0.6055595,0.6106005,0.6127803,0.6060351,0.6121748
0.5996565,0.6133212,0.6091926,0.6150504,0.6163096,0.6098642,0.6083503,0.6146057,0.6199877,0.6141659,0.6112998,0.6066066,0.6150756,0.6107537,0.6105114,0.6129969,0.6094492,0.6141189,0.6068756,0.6201524,0.6089515,0.609229,0.6019075,0.6159511,0.6131454,0.6126886,0.6098767,0.615991,0.6123583,0.6107927,0.6070545,0.612404,0.6110644,0.6058867,0.6110442,0.6127803,0.6063912,0.6123638
0.5996565,0.6134482,0.6091926,0.615068,0.6168892,0.6099736,0.6086868,0.6146057,0.6199877,0.6145554,0.6122667,0.6066066,0.6150756,0.6107537,0.6111894,0.6135924,0.6094492,0.6141189,0.6071999,0.6201524,0.6089515,0.6092891,0.6027972,0.6159511,0.6133604,0.6126886,0.6108195,0.615991,0.6127895,0.6109703,0.6070545,0.612404,0.6111095,0.6062658,0.6110442,0.6130893,0.6064145,0.6123638
0.6000508,0.6138866,0.6095558,0.615068,0.6170031,0.6102169,0.6086868,0.6148454,0.6201509,0.615932,0.6122667,0.6079735,0.6157481,0.6109931,0.6111949,0.6135924,0.6097049,0.6152542,0.6071999,0.6206144,0.6095386,0.6099218,0.6027972,0.6160515,0.6136617,0.6137301,0.6108195,0.6163658,0.6144755,0.6112742,0.6070587,0.6128262,0.6112053,0.6062658,0.6114396,0.6130893,0.6064145,0.6128154
0.6000508,0.6141685,0.6095558,0.615337,0.6174052,0.6102169,0.6090493,0.6149656,0.6201509,0.615932,0.6133798,0.6079735,0.6157481,0.6109931,0.6114203,0.6137324,0.6097049,0.6152542,0.6073734,0.6214362,0.6096355,0.612404,0.6031973,0.616074,0.6136617,0.6137461,0.6111814,0.6167183,0.6145638,0.6115292,0.60797,0.6135477,0.6112053,0.6065051,0.6117399,0.613133,0.6064452,0.6128154
0.6000884,0.6141685,0.6097901,0.6153558,0.6176604,0.6102202,0.6092824,0.6149656,0.6202197,0.6167399,0.6134661,0.6082884,0.6162913,0.6111661,0.6117736,0.6143355,0.6103614,0.6166137,0.6073734,0.6214362,0.6097502,0.612404,0.6031973,0.6167248,0.6139692,0.6137461,0.6113377,0.6167183,0.6149433,0.6127594,0.60797,0.6135477,0.6128088,0.6065051,0.6117399,0.6138218,0.6076793,0.6128737
0.6000884,0.6143516,0.610041,0.6154475,0.6176604,0.6102202,0.6093352,0.6150076,0.6207115,0.6174856,0.6134661,0.609322,0.6164909,0.6114003,0.6117736,0.6150927,0.6104162,0.6167854,0.6074663,0.6216257,0.6098717,0.6124158,0.6035944,0.6167248,0.614242,0.6138835,0.6114432,0.6183489,0.6150695,0.6139005,0.6088641,0.6137838,0.6131491,0.6069693,0.6117642,0.6138218,0.6076793,0.6135044
0.6002382,0.6143516,0.610041,0.6168613,0.6177253,0.6107237,0.6093683,0.6150076,0.6209798,0.6175126,0.6139739,0.6095192,0.6166921,0.6120154,0.6124279,0.6150927,0.6104162,0.6167854,0.6074663,0.6216257,0.6098717,0.6124158,0.6035944,0.6167667,0.6145956,0.6151669,0.6120518,0.6191033,0.6160872,0.6139005,0.6088641,0.6137838,0.6131491,0.6069874,0.612063,0.6140616,0.6081148,0.6135128
0.6006262,0.6154521,0.6100714,0.617166,0.6178088,0.6116929,0.6094688,0.6153258,0.6209798,0.6175126,0.6146417,0.6097551,0.6177891,0.6120154,0.613592,0.6151311,0.6112159,0.6177423,0.6080662,0.6217681,0.610716,0.6136617,0.60363,0.6167667,0.614972,0.6162597,0.6122998,0.6192996,0.616599,0.6152878,0.609066,0.6138563,0.6136449,0.6072509,0.612063,0.6140616,0.6081148,0.6140607
0.6008483,0.6154521,0.6101516,0.61726,0.6178088,0.6116929,0.6094688,0.6162774,0.6221579,0.6176162,0.6146417,0.6098171,0.6177891,0.6121004,0.613592,0.6154473,0.6112159,0.6185029,0.6080662,0.6217681,0.6115429,0.6137471,0.60363,0.6169826,0.614972,0.6162597,0.6122998,0.6194127,0.6168722,0.6164215,0.6101437,0.6145572,0.6136449,0.6073571,0.6126778,0.6143163,0.6088813,0.6140607
0.6008483,0.6155975,0.6101516,0.6190221,0.6178533,0.6119931,0.609729,0.6162774,0.6221579,0.6176461,0.6147635,0.6106426,0.6183834,0.6125112,0.614039,0.6154473,0.6125161,0.6185029,0.6085574,0.6220707,0.6115818,0.6142388,0.604129,0.6170199,0.615012,0.6163979,0.6125045,0.6194133,0.6168722,0.6166721,0.6101437,0.614676,0.6137771,0.6073571,0.6126778,0.6144571,0.6090072,0.6148355
0.6010427,0.6155975,0.6107571,0.6192681,0.6183098,0.6123415,0.6100135,0.6170602,0.6223469,0.6176461,0.6147635,0.6116486,0.6190379,0.6134049,0.6141789,0.616608,0.6126211,0.6186253,0.6091919,0.6220707,0.6123832,0.6142388,0.604129,0.6171011,0.615012,0.6165277,0.6126019,0.6194133,0.6169661,0.6166721,0.6113804,0.6147895,0.6137771,0.6081983,0.6127503,0.6144571,0.60955,0.6148355
0.6010427,0.6159242,0.610933,0.6192681,0.6184796,0.6124548,0.6109387,0.6170602,0.6223469,0.6181571,0.6150626,0.6116486,0.6194783,0.6134192,0.6150386,0.616608,0.6126211,0.6187773,0.6099459,0.6226108,0.6123832,0.6147178,0.6047952,0.6171011,0.6155474,0.6172127,0.6129869,0.6194426,0.6172134,0.6168058,0.6115128,0.6151384,0.6138404,0.6081983,0.6127706,0.6149444,0.60955,0.6148975
0.6020778,0.6162098,0.6110168,0.6197314,0.6193695,0.6129677,0.6109387,0.6173886,0.6223613,0.6181571,0.6150626,0.611843,0.6195774,0.6134192,0.6150386,0.6170156,0.6129151,0.6189389,0.6099459,0.6229472,0.6126679,0.6151978,0.6050099,0.6173226,0.6155474,0.6173597,0.6129869,0.6200955,0.6172134,0.6168058,0.6116169,0.6151384,0.6138404,0.6084814,0.613049,0.6149444,0.6096959,0.6151421
0.6022399,0.6166403,0.6112993,0.6197314,0.6196037,0.6133289,0.6112426,0.6179647,0.6224581,0.6182642,0.6156258,0.6123735,0.619814,0.6135666,0.6152872,0.6177813,0.6129151,0.6189389,0.6100957,0.622966,0.613398,0.6156408,0.6050099,0.6173226,0.6155502,0.617412,0.6131126,0.6200955,0.6179288,0.6168356,0.6117555,0.6154081,0.614115,0.6086264,0.6134116,0.615076,0.6108544,0.6156611
0.6022399,0.6167902,0.6114806,0.6202187,0.6211369,0.6133289,0.6112426,0.6182906,0.6224581,0.6182662,0.615751,0.6124751,0.6199935,0.6135666,0.6157625,0.6177987,0.6129454,0.6191215,0.6102314,0.622966,0.613398,0.6157404,0.6051205,0.6174544,0.6155502,0.6187007,0.6138482,0.6201001,0.6183838,0.6168356,0.6117555,0.6154081,0.6142921,0.6086949,0.6134116,0.615076,0.6108544,0.6161707
0.6023542,0.6167902,0.6123255,0.6204019,0.6211369,0.6139534,0.6114565,0.6185211,0.6225823,0.6182662,0.6157559,0.6124751,0.6199935,0.6142155,0.6157625,0.6178973,0.6131109,0.6191215,0.6104953,0.6232418,0.6143613,0.6157404,0.6051205,0.6175297,0.6160582,0.6187007,0.6138482,0.6201001,0.6183838,0.6169822,0.611899,0.61578,0.6153757,0.6090804,0.613497,0.6155166,0.6109639,0.6167773
0.6023542,0.6169502,0.612722,0.6209146,0.6212641,0.6139534,0.6114905,0.6185211,0.6225899,0.6194704,0.6158921,0.6126123,0.6206212,0.6142155,0.6159266,0.6178973,0.6131109,0.6197286,0.6104953,0.6232418,0.6143613,0.6162542,0.6054762,0.6175297,0.6164481,0.6191622,0.614383,0.6207021,0.6185072,0.6171326,0.6128914,0.6160226,0.6157728,0.6090804,0.6141261,0.6155166,0.6109639,0.6176146
0.6028003,0.6174442,0.6131541,0.6209146,0.6212641,0.6143915,0.6128457,0.6193154,0.6232212,0.6198411,0.6158921,0.6128145,0.6206272,0.6142309,0.6161144,0.6185602,0.6132032,0.6199566,0.6106443,0.6233888,0.6145335,0.6164546,0.6058344,0.6179499,0.6164481,0.6191622,0.6144125,0.6221836,0.6185274,0.6178048,0.6130114,0.6171908,0.6157728,0.6097233,0.6142261,0.6156234,0.6124371,0.6182434
0.602885,0.6174442,0.6139913,0.6211722,0.6214888,0.6143915,0.6128457,0.6195815,0.6234822,0.6199238,0.6161697,0.6128183,0.6206272,0.6142309,0.616153,0.6197372,0.6132032,0.6200287,0.6106443,0.6233888,0.6145335,0.6168305,0.6058344,0.6179499,0.6167677,0.6192619,0.6148899,0.6221836,0.6185274,0.6178048,0.6130114,0.6171908,0.6163877,0.6097233,0.6143468,0.6156234,0.6124371,0.6182434
0.602885,0.6174778,0.614614,0.6211722,0.6219966,0.614521,0.6129972,0.6197201,0.6236798,0.6199498,0.6161697,0.6140438,0.6213752,0.6147891,0.6162741,0.6198106,0.6155904,0.6200287,0.6116496,0.6234657,0.6151485,0.6168305,0.6060808,0.6181428,0.6167677,0.6192619,0.6149262,0.622282,0.6190366,0.6178507,0.6131693,0.6173562,0.6167179,0.6098905,0.6144343,0.6156497,0.6127143,0.6187964
0.6029179,0.6177936,0.614614,0.6216489,0.6219966,0.6145437,0.6134012,0.6197201,0.6236798,0.6199552,0.6162082,0.6140438,0.6225663,0.6148145,0.6164182,0.6203213,0.6157973,0.6206185,0.6118719,0.6234657,0.6151485,0.6169698,0.606141,0.618203,0.6173287,0.6193983,0.6149262,0.6223221,0.6190366,0.6180198,0.6136926,0.6173562,0.6167179,0.6098905,0.6144343,0.6157539,0.6130687,0.6187964
0.6029179,0.6177936,0.6146982,0.6216489,0.6224616,0.6155152,0.6134012,0.6201893,0.6238865,0.6199552,0.6169623,0.6141782,0.6225663,0.6153675,0.6164182,0.6204477,0.6157973,0.6206185,0.6118719,0.6239551,0.6157377,0.6173865,0.6066605,0.618203,0.6173287,0.6195941,0.6149486,0.6225989,0.6192391,0.6187903,0.6137632,0.6173633,0.6169461,0.6100041,0.6145234,0.6157539,0.6130687,0.6188496
0.6033201,0.6178484,0.6146982,0.6216679,0.6224616,0.6169851,0.6138647,0.6210677,0.6238865,0.6201351,0.6169985,0.6142997,0.6226543,0.6153675,0.6168528,0.6204637,0.6158186,0.6206844,0.6121295,0.6243974,0.6158377,0.6182154,0.6069236,0.6190311,0.6177057,0.6195941,0.6151898,0.6225989,0.6204203,0.6188811,0.6140512,0.6173633,0.6169461,0.6102285,0.6149233,0.6164769,0.6142544,0.6194338
0.6033201,0.6199417,0.6155217,0.6216679,0.6227713,0.6170762,0.6138647,0.6211144,0.6239823,0.6211613,0.6169985,0.6142997,0.6226543,0.6154298,0.6169754,0.6204637,0.6160371,0.6207956,0.6124735,0.6244063,0.6177833,0.6182338,0.6071461,0.6198297,0.6177057,0.619922,0.6153626,0.6232838,0.6207761,0.6188811,0.6142919,0.6173662,0.6170357,0.6104448,0.6149233,0.6164769,0.6142544,0.6194706
0.6035522,0.6203624,0.6155707,0.6220739,0.6228461,0.6183345,0.6139452,0.6213799,0.6243073,0.6216869,0.6176433,0.61526,0.6255756,0.61625,0.6169844,0.6210974,0.6162267,0.6213039,0.6126755,0.6245191,0.6187608,0.6184397,0.6071461,0.6198297,0.6177946,0.619922,0.6161868,0.6238861,0.6218864,0.6200747,0.6143742,0.6173763,0.6172787,0.6104448,0.6150003,0.6166279,0.614754,0.6196744
0.6038985,0.6203624,0.6155707,0.6221654,0.6228461,0.6183345,0.6139452,0.6213799,0.6243073,0.6217768,0.6178012,0.6153431,0.6255833,0.6162979,0.6169844,0.6210974,0.6164724,0.6218288,0.6126755,0.6247091,0.6187608,0.6188253,0.607553,0.6198774,0.6179745,0.6204755,0.6161868,0.624145,0.6223891,0.6200747,0.6143742,0.6175434,0.6172787,0.6106535,0.6152815,0.6166279,0.614754,0.6196744
0.6038985,0.620424,0.6157124,0.6221654,0.6231269,0.6187217,0.6139747,0.6214398,0.6243888,0.6217768,0.6179863,0.6153431,0.6255833,0.6162979,0.6176954,0.6211327,0.6164724,0.6218288,0.6126993,0.6247091,0.6188424,0.6188253,0.607553,0.6198988,0.6183935,0.6204755,0.6168873,0.6244688,0.6223891,0.6202945,0.614857,0.618032,0.6179449,0.6106535,0.6159139,0.6168899,0.6152908,0.6200904
0.6043394,0.620502,0.6157348,0.6223526,0.6231269,0.6187217,0.6139747,0.6219821,0.6244867,0.6219438,0.6179935,0.6164903,0.6259898,0.6165035,0.6178508,0.6213437,0.6172378,0.6218664,0.6128804,0.625203,0.6188424,0.6188536,0.6080625,0.6198988,0.6183935,0.6212007,0.6168873,0.6247213,0.6224757,0.6205988,0.6149044,0.6180413,0.618706,0.6135792,0.6163506,0.6169269,0.6153628,0.6200904
0.6048445,0.6205724,0.6157348,0.6227747,0.6234866,0.6189754,0.6139752,0.6219821,0.6244867,0.6220742,0.6187239,0.6164903,0.6263303,0.6170772,0.6179068,0.6213437,0.6172378,0.6234936,0.6136211,0.625841,0.6189009,0.6190948,0.6080625,0.6203094,0.6186097,0.6213515,0.6173691,0.6254994,0.6226513,0.621312,0.6150846,0.6180413,0.6188691,0.6140982,0.6163996,0.6177413,0.6160041,0.620304
0.604941,0.6212177,0.6158589,0.6228115,0.6234866,0.6189754,0.6139752,0.6225548,0.6245712,0.6222535,0.6187239,0.6165043,0.6263303,0.6170772,0.6179068,0.62169,0.6176479,0.6236385,0.6138047,0.625841,0.6189009,0.6190948,0.608449,0.6203309,0.6186097,0.6213515,0.6183822,0.6254994,0.6226513,0.6214775,0.6151068,0.6186688,0.6204555,0.6148623,0.6167562,0.6182162,0.6160041,0.620949
0.604941,0.6212177,0.6175382,0.6228115,0.6235297,0.6195212,0.6143269,0.6231628,0.624677,0.6223975,0.6194159,0.6172169,0.6263797,0.6194386,0.6179286,0.6217504,0.6178865,0.6236385,0.6138047,0.626015,0.6193668,0.6194231,0.6088724,0.6207771,0.6191875,0.621632,0.6183822,0.6260418,0.6228847,0.6218929,0.6155782,0.619245,0.6205939,0.6153095,0.6174121,0.6182162,0.6161524,0.620949
0.6053903,0.6220368,0.617634,0.6232206,0.6235374,0.6200892,0.6145656,0.623213,0.6247294,0.6232376,0.6199407,0.6177326,0.6263797,0.6197417,0.618001,0.6217504,0.6178865,0.6236441,0.6143083,0.626015,0.6193668,0.6194231,0.6089588,0.620891,0.6191875,0.6221835,0.6184492,0.6262763,0.6233803,0.6218929,0.6160646,0.6196074,0.6208755,0.6153095,0.6174121,0.6187477,0.6161691,0.6210003
0.6056192,0.6226858,0.617634,0.6241043,0.6236878,0.620105,0.6145656,0.6233217,0.6258508,0.6232376,0.6200084,0.6177326,0.6266473,0.6201208,0.6181346,0.6223518,0.6180637,0.6242339,0.6144867,0.6269436,0.6194853,0.6194257,0.6097984,0.6210215,0.6199692,0.6230193,0.6193199,0.6267682,0.6240266,0.621916,0.6165604,0.6199405,0.6211888,0.6171395,0.6182498,0.6187477,0.6161691,0.6210685
0.6056192,0.623139,0.6177406,0.6244688,0.6236878,0.6202304,0.6147128,0.6233217,0.6259969,0.6236104,0.6200084,0.6178206,0.627128,0.6213947,0.6181346,0.6228775,0.6180638,0.6244205,0.6147082,0.6271354,0.6195797,0.6197499,0.6098816,0.6219281,0.6199692,0.6230193,0.6194852,0.6267682,0.6247785,0.6224103,0.6179814,0.6199405,0.6211888,0.6174534,0.6182792,0.619064,0.6164111,0.6210685
0.6056605,0.624002,0.6180747,0.6244688,0.6238487,0.6203559,0.6147128,0.624397,0.6259969,0.6236104,0.6201205,0.6181806,0.6272883,0.6213947,0.6181681,0.624588,0.6180638,0.6247143,0.6149886,0.6284983,0.6195797,0.6201815,0.61018,0.6219281,0.6199981,0.623232,0.6205704,0.6271978,0.6247785,0.6227855,0.6192287,0.6203897,0.6212399,0.6174534,0.6185026,0.6191907,0.6170651,0.6221605
0.6057629,0.624002,0.6182238,0.624542,0.6242201,0.62056,0.6147208,0.624397,0.6264093,0.6242631,0.6202939,0.6194961,0.6274969,0.6216864,0.6181681,0.6256826,0.6192505,0.6248753,0.6152727,0.6284983,0.6197405,0.6209965,0.6108389,0.6228758,0.6199981,0.6234046,0.6205704,0.6274274,0.6249997,0.6227855,0.6192287,0.6203897,0.6212399,0.6175528,0.6185405,0.619208,0.6170651,0.6221605
0.6060771,0.6241554,0.6182238,0.6250552,0.6242201,0.62056,0.6149612,0.6244219,0.6264093,0.6246834,0.6207709,0.6194961,0.6274969,0.6219181,0.6186709,0.6256969,0.6195084,0.6252653,0.6152727,0.6289414,0.6197817,0.621266,0.6108389,0.6228758,0.6203127,0.6234046,0.620941,0.6274274,0.6249997,0.6227964,0.6193052,0.6208983,0.6214008,0.6176664,0.6185405,0.6192899,0.6174522,0.6241882
0.6065102,0.6241554,0.618553,0.6255727,0.6246057,0.6209979,0.6149816,0.6244219,0.626446,0.6253609,0.6208144,0.6195039,0.6276091,0.6221979,0.6186709,0.6256969,0.6195682,0.6252765,0.615327,0.6290904,0.6197817,0.6214406,0.6128921,0.6233163,0.6203292,0.6237623,0.6213855,0.6275396,0.6253572,0.6229907,0.6193776,0.6213704,0.6217724,0.6176706,0.6189947,0.6192899,0.6178761,0.6241882
0.6065102,0.6244037,0.6187347,0.6259097,0.624686,0.6217643,0.6151232,0.6246634,0.6266608,0.6253609,0.6208144,0.6197403,0.6276207,0.6222803,0.6192391,0.6258386,0.6195682,0.6261444,0.6156605,0.629357,0.6200219,0.6214406,0.6133934,0.6233163,0.6209224,0.6237623,0.6215477,0.6277224,0.6260207,0.623008,0.6193776,0.621405,0.6218921,0.6176706,0.6189947,0.6200071,0.6178761,0.6249311
0.6066982,0.6244037,0.6187347,0.6262894,0.6255361,0.6224625,0.6153693,0.6246634,0.6267421,0.6255415,0.6209837,0.6197403,0.628411,0.623353,0.6192391,0.6258386,0.6202679,0.6261985,0.6164244,0.6303669,0.6200219,0.6220171,0.6141787,0.6234496,0.6215483,0.6242317,0.6220316,0.6283864,0.6260207,0.6235982,0.6199044,0.621405,0.6218921,0.6176707,0.6197163,0.6207717,0.6180695,0.6251276
0.6067526,0.6247731,0.6187719,0.626399,0.6267599,0.6224625,0.6154504,0.6248043,0.6267421,0.6255415,0.6209837,0.6200029,0.6284137,0.6235107,0.620127,0.6265458,0.6202679,0.6261985,0.6172978,0.6308766,0.6201037,0.6223576,0.6141787,0.6235461,0.6215981,0.6243699,0.6222131,0.6284897,0.6263279,0.6235982,0.6209805,0.621468,0.6219049,0.6184057,0.6197163,0.6207717,0.6180695,0.6258654
0.6067526,0.6250846,0.6187719,0.626399,0.6267599,0.6227173,0.6161223,0.6258767,0.6276803,0.6256889,0.6211568,0.6200029,0.6284598,0.6235107,0.6210003,0.6270674,0.6206007,0.626241,0.6179375,0.6308863,0.6201037,0.6228152,0.6142755,0.6235461,0.6216063,0.6245287,0.6222148,0.6284897,0.626357,0.6246675,0.6214768,0.6214839,0.6219049,0.6184057,0.6210381,0.6208045,0.6184076,0.6258678
0.6072035,0.6250846,0.619243,0.62711,0.6268255,0.6227173,0.6170084,0.6258767,0.6277283,0.6260882,0.6211629,0.620507,0.6287085,0.6236813,0.6210003,0.627297,0.6208064,0.6263305,0.619583,0.6308863,0.6203195,0.6228152,0.6146045,0.6239938,0.6216784,0.6245287,0.62229,0.6288453,0.626557,0.6246675,0.6215977,0.6217411,0.6220966,0.6188579,0.6211804,0.621075,0.6184076,0.6258678
0.6072035,0.6252005,0.6195968,0.6282065,0.6268255,0.6235207,0.6177201,0.6258805,0.6278652,0.6271731,0.6211629,0.620507,0.6296559,0.6239709,0.6214216,0.627297,0.6208064,0.6280213,0.619583,0.6315456,0.6211091,0.6230898,0.6146542,0.6239938,0.6216842,0.6248657,0.6224801,0.6294307,0.626557,0.6247738,0.6225406,0.6223786,0.6221085,0.6196654,0.6211804,0.621075,0.6188737,0.6259226
0.6074816,0.6252005,0.6195968,0.6282065,0.6273563,0.62507,0.6196024,0.6258805,0.6281544,0.6271803,0.6219853,0.6206114,0.6296559,0.6239709,0.6214216,0.6276672,0.6208348,0.6280523,0.6196505,0.6315456,0.621343,0.6235871,0.6146542,0.6241864,0.6216842,0.6253158,0.6224801,0.6295697,0.6271532,0.6247738,0.6235787,0.6223786,0.6224399,0.6196654,0.6223911,0.6211146,0.6191112,0.6259226
0.6076414,0.625544,0.6199891,0.6283286,0.6273563,0.6254453,0.6205063,0.6259775,0.6282122,0.627296,0.6219853,0.6206114,0.6299026,0.6243872,0.6217557,0.6276672,0.6208752,0.6295349,0.6197949,0.6320893,0.6225328,0.6245989,0.6169094,0.6241864,0.6221085,0.6253453,0.6230164,0.6296048,0.6271532,0.6256986,0.6236836,0.6230807,0.6224399,0.6196928,0.6226739,0.6211146,0.61916,0.6269538
0.6076414,0.6257135,0.6199891,0.6290803,0.6284782,0.6257324,0.6205063,0.6265921,0.6282122,0.6273194,0.6223208,0.620809,0.6299026,0.6243872,0.6217557,0.627686,0.6209901,0.6302084,0.6199205,0.6323646,0.6241041,0.6252775,0.6180253,0.6243435,0.6222143,0.6253453,0.6234778,0.6300499,0.627297,0.6256986,0.6236836,0.6230807,0.6239689,0.6198887,0.6233848,0.6212787,0.6192076,0.6269538
0.608268,0.626082,0.6200015,0.6299513,0.6292209,0.6257324,0.6205514,0.6266001,0.62891,0.6274151,0.6223208,0.6209448,0.6299233,0.624404,0.6223997,0.6280019,0.6214558,0.630721,0.6202304,0.6326565,0.6241657,0.6256283,0.6181593,0.6246515,0.6226983,0.6255486,0.6234778,0.6300499,0.627297,0.6257087,0.6244383,0.6235611,0.6248066,0.6203838,0.6238782,0.6214304,0.6192076,0.6271615
0.6086053,0.626082,0.6200015,0.6300682,0.6293047,0.6263286,0.6210311,0.6266001,0.6292331,0.6274151,0.6226055,0.6213724,0.6307521,0.6249907,0.6223997,0.6280401,0.6214558,0.6313327,0.6202553,0.6327906,0.6248313,0.6256283,0.6181593,0.6246666,0.623415,0.6258754,0.6235122,0.6304566,0.6287376,0.6261736,0.6251178,0.6235611,0.6250884,0.620952,0.6239638,0.6216078,0.6196431,0.6271912
0.6086053,0.6264284,0.6200902,0.6300682,0.6293047,0.6270984,0.6212288,0.6266761,0.6295549,0.6279367,0.6228243,0.6214944,0.6308955,0.6249907,0.622475,0.6280401,0.6218323,0.6313327,0.6202553,0.6327906,0.6250671,0.6274982,0.618392,0.6248248,0.6234802,0.6263879,0.6243502,0.6305889,0.6290052,0.6261941,0.6251178,0.6241218,0.6250884,0.620952,0.6239638,0.621885,0.619726,0.6272475
